test_id, num_years, time_sec
1.1, 11, 113.6
1.3.2, 11, 61.3
1.4.2, 11, 27.7
2.1, 11, 62.1
2.3, 11, 25.0
2.4, 11, 7.6
3.1, 11, 49.3
3.3, 11, 14.0
3.4, 11, 7.8
1.1, 11, 99.0
1.3.2, 11, 63.2
1.4.2, 11, 28.5
2.1, 11, 56.7
2.3, 11, 26.6
2.4, 11, 13.8
3.1, 11, 51.6
3.3, 11, 21.4
3.4, 11, 4.7
1.1, 11, 61.2
1.3.2, 11, 39.4
1.4.2, 11, 42.1
2.1, 11, 48.5
2.3, 11, 20.8
2.4, 11, 7.7
3.1, 11, 50.0
3.3, 11, 26.9
3.4, 11, 4.6
