test_id, num_years, time_sec
1.1, 2, 28.2
1.2.1, 2, 112.7
1.2.2, 2, 73.8
1.3.1, 2, 259.9
1.3.2, 2, 9.9
1.4.1, 2, 273.9
1.4.2, 2, 9.9
2.1, 2, 28.0
2.2, 2, 61.8
2.3, 2, 6.5
2.4, 2, 6.5
3.1, 2, 9.0
3.2, 2, 81.8
3.3, 2, 10.9
3.4, 2, 10.0
