test_id, num_years, time_sec
1.1, 13, 113.4
1.3.2, 13, 59.0
1.4.2, 13, 30.1
2.1, 13, 58.4
2.3, 13, 20.5
2.4, 13, 10.9
3.1, 13, 54.6
3.3, 13, 24.7
3.4, 13, 7.7
1.1, 13, 99.0
1.3.2, 13, 55.8
1.4.2, 13, 33.0
2.1, 13, 61.7
2.3, 13, 28.5
2.4, 13, 8.1
3.1, 13, 60.4
3.3, 13, 25.8
3.4, 13, 9.2
1.1, 13, 72.0
1.3.2, 13, 55.3
1.4.2, 13, 30.0
2.1, 13, 55.3
2.3, 13, 14.4
2.4, 13, 12.9
3.1, 13, 59.9
3.3, 13, 20.9
3.4, 13, 5.0
