test_id, num_years, time_sec
1.1, 16, 90.1
1.3.2, 16, 61.1
1.4.2, 16, 47.6
2.1, 16, 78.6
2.3, 16, 31.8
2.4, 16, 15.1
3.1, 16, 77.8
3.3, 16, 23.8
3.4, 16, 5.2
1.1, 16, 92.2
1.3.2, 16, 60.7
1.4.2, 16, 42.2
2.1, 16, 72.1
2.3, 16, 21.2
2.4, 16, 17.6
3.1, 16, 68.0
3.3, 16, 28.6
3.4, 16, 5.2
1.1, 16, 83.8
1.3.2, 16, 43.4
1.4.2, 16, 36.0
2.1, 16, 69.3
2.3, 16, 17.0
2.4, 16, 12.2
3.1, 16, 69.2
3.3, 16, 22.0
3.4, 16, 9.2
