test_id, num_years, time_sec
1.1, 17, 99.6
1.3.2, 17, 57.9
1.4.2, 17, 40.7
2.1, 17, 75.6
2.3, 17, 20.7
2.4, 17, 15.6
3.1, 17, 85.2
3.3, 17, 33.6
3.4, 17, 7.8
1.1, 17, 93.5
1.3.2, 17, 49.7
1.4.2, 17, 36.3
2.1, 17, 73.0
2.3, 17, 23.6
2.4, 17, 15.1
3.1, 17, 67.4
3.3, 17, 20.8
3.4, 17, 12.1
1.1, 17, 89.0
1.3.2, 17, 61.0
1.4.2, 17, 36.2
2.1, 17, 84.9
2.3, 17, 18.9
2.4, 17, 11.5
3.1, 17, 76.1
3.3, 17, 16.2
3.4, 17, 5.3
