test_id, num_years, time_sec
1.1, 1, 15.5
1.2.1, 1, 61.9
1.2.2, 1, 36.7
1.3.1, 1, 153.9
1.3.2, 1, 9.7
1.4.1, 1, 100.8
1.4.2, 1, 7.8
2.1, 1, 10.3
2.2, 1, 44.5
2.3, 1, 18.3
2.4, 1, 6.3
3.1, 1, 3.9
3.2, 1, 43.7
3.3, 1, 18.3
3.4, 1, 3.2
